X,Y,b3n_02,b3n_04,b3n_01,VNIR,SWIR
705,300,174,185,206,3,1
705,315,180,180,220,3,1
705,330,186,185,220,3,1
705,345,203,197,213,3,2
705,360,209,203,227,2,2
705,375,186,203,206,2,2
705,390,186,197,213,2,2
705,405,174,191,213,2,2
705,420,174,191,206,2,2
705,435,186,208,220,2,2
705,450,192,208,185,2,2
705,465,186,174,129,2,2
705,480,157,174,129,5,2
705,495,99,156,122,5,2
705,510,128,185,178,5,2
705,525,157,203,199,3,2
705,540,180,203,199,2,2
705,555,174,191,206,3,1
705,570,174,191,213,3,1
705,585,180,203,227,2,1
705,600,180,220,241,4,1
705,615,203,220,227,4,2
705,630,174,185,213,4,2
705,645,186,168,157,5,1
705,660,116,128,143,5,1
705,675,116,133,171,5,1
705,690,163,191,199,5,1
705,705,180,191,206,3,4
705,720,180,185,199,2,4
705,735,180,197,206,2,1
705,750,192,197,206,2,1
705,765,174,197,206,3,1
705,780,180,203,206,2,1
705,795,168,214,213,2,1
705,810,180,214,213,2,1
705,825,186,203,220,2,1
705,840,180,191,220,2,1
705,855,174,191,213,3,2
705,870,180,168,220,3,2
705,885,174,197,220,2,2
705,900,186,202,227,2,2
705,915,192,202,234,2,2
705,930,180,197,248,2,2
705,945,197,220,248,4,2
705,960,215,231,248,4,2
705,975,215,225,248,4,2
705,990,215,231,248,1,2
705,1005,220,237,262,1,3
705,1020,220,237,269,1,3
705,1035,215,242,269,1,3
705,1050,220,242,255,1,3
720,0,169,180,199,3,1
720,15,174,197,220,3,1
720,30,180,203,220,2,1
720,45,186,191,220,2,1
720,60,186,197,220,3,1
720,75,186,197,206,3,1
720,90,180,191,220,3,1
720,105,192,191,206,3,1
720,120,192,157,206,3,1
720,135,157,185,199,3,2
720,150,174,174,213,3,2
720,165,174,203,213,2,2
720,180,197,191,213,2,2
720,195,186,191,213,3,2
720,210,168,185,199,3,2
720,225,168,180,178,5,1
720,240,145,180,122,5,1
720,255,88,139,136,5,1
720,270,122,162,199,5,1
720,285,122,185,199,5,1
720,300,186,180,206,3,1
720,315,197,191,206,3,1
720,330,197,203,220,3,1
720,345,197,203,227,2,2
720,360,209,203,213,2,2
720,375,209,203,213,2,2
720,390,186,197,213,2,2
720,405,197,191,213,2,2
720,420,186,208,220,4,2
720,435,186,226,220,4,2
720,450,209,214,220,4,2
720,465,186,208,192,2,2
720,480,186,208,150,2,2
720,495,174,214,171,2,2
720,510,168,203,178,2,2
720,525,186,203,206,2,2
720,540,180,208,206,2,2
720,555,174,185,206,3,2
720,570,168,191,227,3,2
720,585,168,203,227,2,1
720,600,203,226,241,4,1
720,615,192,174,206,4,1
720,630,192,174,192,4,1
720,645,157,151,129,5,1
720,660,122,128,143,5,1
720,675,128,128,164,5,4
720,690,128,162,199,5,4
720,705,186,197,206,2,4
720,720,174,197,206,2,4
720,735,174,197,213,2,1
720,750,180,203,220,2,1
720,765,180,197,220,2,1
720,780,180,203,227,2,1
720,795,186,208,227,2,1
720,810,192,214,213,2,1
720,825,180,203,213,2,1
720,840,180,203,213,2,1
720,855,180,185,213,3,1
720,870,180,179,213,3,1
720,885,174,202,227,2,2
720,900,186,214,220,2,2
720,915,186,208,220,2,2
720,930,180,202,234,2,2
720,945,180,225,241,4,2
720,960,209,231,255,4,2
720,975,215,231,255,1,3
720,990,215,237,255,1,3
720,1005,220,237,262,1,3
720,1020,209,237,262,1,3
720,1035,215,242,262,1,3
720,1050,220,237,255,1,3
735,0,180,162,199,3,1
735,15,174,162,206,3,1
735,30,157,191,206,3,1
735,45,174,191,213,3,1
735,60,174,191,220,3,1
735,75,174,197,220,3,1
735,90,180,185,220,3,1
735,105,186,191,206,2,1
735,120,174,197,178,3,1
735,135,169,151,199,3,2
735,150,169,208,199,2,2
735,165,174,214,220,2,2
735,180,203,197,213,2,2
735,195,174,191,206,3,2
735,210,168,197,199,3,2
735,225,163,185,157,5,1
735,240,163,180,171,5,1
735,255,157,185,129,5,1
735,270,122,191,171,5,1
735,285,163,185,199,5,1
735,300,192,191,213,3,1
735,315,203,185,234,3,1
735,330,209,203,220,3,1
735,345,215,203,241,2,2
735,360,215,203,213,2,2
735,375,203,197,220,2,2
735,390,186,197,220,2,2
735,405,197,203,220,2,2
735,420,215,226,227,4,2
735,435,209,226,220,4,2
735,450,215,226,220,4,2
735,465,197,208,192,2,2
735,480,192,214,220,2,2
735,495,197,214,227,4,2
735,510,197,220,213,2,2
735,525,186,208,213,2,2
735,540,186,191,206,2,2
735,555,168,191,206,3,2
735,570,168,191,227,3,2
735,585,180,214,241,2,1
735,600,197,214,220,4,1
735,615,209,191,206,4,1
735,630,157,145,171,5,1
735,645,128,151,129,5,1
735,660,128,145,122,5,1
735,675,116,133,185,5,4
735,690,151,168,213,5,4
735,705,180,197,227,2,4
735,720,186,197,206,2,4
735,735,174,203,220,2,1
735,750,174,185,213,2,1
735,765,186,191,220,2,1
735,780,180,203,227,2,1
735,795,180,197,227,2,1
735,810,180,191,220,2,1
735,825,186,203,227,2,1
735,840,186,202,227,2,1
735,855,186,197,213,2,1
735,870,174,191,213,3,1
735,885,180,191,241,2,2
735,900,192,208,241,2,2
735,915,192,202,220,2,2
735,930,186,202,234,4,2
735,945,192,214,234,4,2
735,960,209,237,255,4,2
735,975,220,242,255,1,3
735,990,226,242,255,1,3
735,1005,307,254,262,1,3
735,1020,243,242,262,1,3
735,1035,220,248,255,1,3
735,1050,214,242,262,1,3
750,0,168,180,192,3,1
750,15,157,162,199,3,1
750,30,163,180,199,3,1
750,45,163,180,213,3,1
750,60,174,191,199,3,1
750,75,180,191,213,3,1
750,90,180,197,220,2,1
750,105,186,191,220,2,1
750,120,192,203,220,2,1
750,135,186,214,185,2,1
750,150,186,208,234,2,1
750,165,197,214,199,2,2
750,180,174,174,206,3,2
750,195,174,162,206,3,2
750,210,180,197,206,3,2
750,225,192,203,199,3,2
750,240,174,197,199,3,2
750,255,174,191,171,3,2
750,270,168,191,213,3,2
750,285,180,197,213,3,1
750,300,180,191,206,3,1
750,315,186,185,234,3,1
750,330,203,203,227,2,1
750,345,215,197,220,2,2
750,360,186,191,227,2,2
750,375,180,191,206,2,2
750,390,186,203,220,2,2
750,405,186,214,227,2,2
750,420,197,220,227,4,2
750,435,203,231,220,4,2
750,450,215,214,213,4,2
750,465,192,226,220,4,2
750,480,192,214,227,4,2
750,495,192,214,227,4,2
750,510,192,208,220,2,2
750,525,192,203,206,2,2
750,540,174,191,206,3,2
750,555,168,185,206,3,1
750,570,163,191,227,3,1
750,585,180,214,234,4,4
750,600,197,214,199,4,4
750,615,186,185,171,5,1
750,630,140,145,136,5,1
750,645,140,151,129,5,1
750,660,140,162,150,5,1
750,675,140,156,143,5,4
750,690,163,185,220,5,4
750,705,180,185,220,2,4
750,720,192,214,213,2,4
750,735,174,191,227,2,1
750,750,174,191,227,2,1
750,765,163,168,213,2,2
750,780,174,191,220,2,2
750,795,174,191,220,2,1
750,810,180,191,227,2,1
750,825,180,191,227,2,1
750,840,180,197,220,2,1
750,855,186,185,213,3,1
750,870,168,185,213,3,1
750,885,174,197,227,2,2
750,900,186,208,227,2,2
750,915,192,208,227,2,2
750,930,197,214,227,4,2
750,945,203,225,241,4,2
750,960,209,248,255,1,2
750,975,226,248,255,1,3
750,990,266,271,276,1,3
750,1005,307,294,262,1,3
750,1020,399,271,269,1,3
750,1035,243,248,262,1,3
750,1050,220,237,269,1,3
765,0,162,174,178,3,1
765,15,162,180,206,3,1
765,30,157,180,206,3,1
765,45,174,185,213,3,1
765,60,169,185,213,3,1
765,75,180,197,206,3,1
765,90,174,197,220,2,1
765,105,186,197,220,2,1
765,120,186,203,227,2,1
765,135,192,203,227,2,1
765,150,192,214,220,2,1
765,165,186,203,213,2,2
765,180,180,203,192,2,2
765,195,151,162,192,3,2
765,210,151,168,213,3,2
765,225,163,203,206,3,2
765,240,186,203,206,3,2
765,255,174,191,199,3,2
765,270,174,203,220,3,2
765,285,174,197,213,3,1
765,300,174,197,206,3,1
765,315,180,185,213,3,1
765,330,186,203,227,2,1
765,345,197,208,220,2,2
765,360,180,185,213,2,2
765,375,180,197,213,2,2
765,390,180,197,199,2,2
765,405,186,208,227,2,2
765,420,192,220,227,4,2
765,435,197,220,213,4,2
765,450,197,231,206,4,2
765,465,197,226,206,4,2
765,480,197,214,199,4,2
765,495,180,203,220,2,2
765,510,192,203,213,2,2
765,525,174,203,206,2,2
765,540,180,191,206,2,2
765,555,174,185,206,3,1
765,570,186,185,213,3,1
765,585,186,220,227,4,4
765,600,209,185,199,5,4
765,615,163,156,185,5,1
765,630,151,156,150,5,1
765,645,128,151,157,5,1
765,660,140,162,178,5,1
765,675,134,157,185,5,4
765,690,151,162,206,5,4
765,705,180,203,220,2,4
765,720,192,208,227,2,4
765,735,186,197,206,2,1
765,750,180,168,199,2,1
765,765,163,197,213,2,2
765,780,192,185,213,2,2
765,795,186,185,213,2,1
765,810,180,191,206,2,1
765,825,174,191,213,2,1
765,840,174,191,213,3,1
765,855,174,185,213,3,1
765,870,168,185,220,3,1
765,885,174,191,227,2,2
765,900,180,208,227,2,2
765,915,186,208,241,4,2
765,930,197,225,241,4,2
765,945,197,237,262,4,2
765,960,220,237,262,1,2
765,975,226,242,262,1,3
765,990,226,277,283,1,3
765,1005,301,277,283,1,3
765,1020,238,248,262,1,3
765,1035,220,231,262,1,3
765,1050,220,242,269,1,3
780,0,168,185,192,3,2
780,15,162,180,192,3,1
780,30,168,185,213,3,1
780,45,174,185,199,3,1
780,60,169,180,206,3,1
780,75,174,185,206,3,1
780,90,174,191,206,3,1
780,105,180,191,213,3,1
780,120,186,203,206,2,1
780,135,192,203,220,2,1
780,150,186,203,213,2,1
780,165,186,208,192,2,1
780,180,192,203,206,2,1
780,195,180,208,171,2,2
780,210,163,197,199,3,2
780,225,163,191,206,3,2
780,240,174,203,192,3,2
780,255,174,197,199,3,2
780,270,174,180,206,3,2
780,285,168,197,206,3,1
780,300,174,197,206,3,1
780,315,180,197,213,2,2
780,330,186,208,213,2,2
780,345,192,208,213,2,2
780,360,192,214,213,2,2
780,375,180,191,213,2,2
780,390,180,191,213,2,2
780,405,180,197,227,2,2
780,420,192,214,227,2,2
780,435,197,226,227,4,2
780,450,203,226,206,4,2
780,465,203,226,206,4,1
780,480,197,208,213,2,1
780,495,192,197,213,2,2
780,510,180,197,199,3,2
780,525,174,191,213,2,1
780,540,174,197,213,2,1
780,555,168,191,206,3,1
780,570,168,191,227,3,1
780,585,203,185,227,5,1
780,600,197,197,220,5,1
780,615,168,185,171,5,4
780,630,151,151,150,5,4
780,645,122,139,157,5,1
780,660,134,162,150,5,1
780,675,134,157,171,5,1
780,690,122,168,213,2,1
780,705,168,208,227,2,4
780,720,186,208,220,2,4
780,735,186,197,220,2,2
780,750,180,208,206,2,2
780,765,192,220,206,2,2
780,780,192,220,206,2,2
780,795,209,191,206,2,2
780,810,203,203,206,2,2
780,825,180,203,213,2,2
780,840,174,197,206,2,2
780,855,174,197,206,2,2
780,870,174,197,206,3,2
780,885,174,197,206,3,2
780,900,180,202,213,2,2
780,915,197,220,234,4,2
780,930,203,242,248,4,2
780,945,203,237,269,4,3
780,960,209,242,255,1,3
780,975,220,237,276,1,3
780,990,232,248,283,1,3
780,1005,226,242,269,1,3
780,1020,215,237,248,1,3
780,1035,215,242,255,1,3
780,1050,220,242,269,1,3
795,0,168,185,206,3,2
795,15,174,185,199,3,1
795,30,168,191,199,3,1
795,45,168,185,199,3,1
795,60,169,180,206,3,1
795,75,169,185,206,3,1
795,90,169,185,206,3,1
795,105,180,191,220,3,1
795,120,180,191,206,3,1
795,135,192,197,213,2,1
795,150,192,203,220,2,1
795,165,186,203,220,2,1
795,180,192,203,220,2,1
795,195,180,214,185,2,2
795,210,180,214,199,2,2
795,225,174,197,199,3,2
795,240,174,180,199,3,2
795,255,168,168,192,3,2
795,270,168,180,192,3,2
795,285,163,180,206,3,1
795,300,163,208,213,3,1
795,315,186,214,213,2,2
795,330,192,191,213,2,2
795,345,186,214,227,2,2
795,360,192,214,220,2,2
795,375,186,197,206,2,2
795,390,180,191,213,2,2
795,405,180,191,213,2,2
795,420,174,208,234,2,2
795,435,209,226,220,4,2
795,450,197,214,220,2,2
795,465,209,203,220,4,1
795,480,203,203,213,2,1
795,495,186,197,199,3,2
795,510,186,191,199,3,2
795,525,174,203,206,2,1
795,540,186,197,185,5,1
795,555,186,128,199,5,1
795,570,111,105,220,5,1
795,585,151,180,227,5,1
795,600,180,180,206,5,1
795,615,180,185,157,5,4
795,630,140,128,143,5,4
795,645,122,128,157,5,1
795,660,122,168,150,5,1
795,675,134,168,185,2,1
795,690,151,208,206,2,1
795,705,186,208,213,2,4
795,720,186,203,206,2,4
795,735,180,197,213,2,2
795,750,180,203,227,2,2
795,765,180,220,227,2,2
795,780,209,226,227,2,2
795,795,203,208,220,2,2
795,810,203,208,213,2,2
795,825,192,208,206,2,2
795,840,180,208,206,2,2
795,855,180,202,213,2,2
795,870,180,208,206,2,2
795,885,186,208,206,2,2
795,900,209,231,241,4,2
795,915,209,248,241,4,2
795,930,220,242,248,1,2
795,945,220,254,262,1,3
795,960,209,242,262,1,3
795,975,215,237,255,1,3
795,990,215,237,262,1,3
795,1005,209,242,241,1,3
795,1020,209,242,248,1,3
795,1035,215,242,262,1,3
795,1050,226,248,262,1,3
810,0,168,185,199,3,2
810,15,168,185,206,3,1
810,30,168,180,206,3,1
810,45,168,180,206,3,1
810,60,162,185,199,3,1
810,75,169,185,199,3,1
810,90,169,180,213,3,1
810,105,174,191,206,3,1
810,120,169,191,213,3,1
810,135,174,180,199,3,1
810,150,180,203,206,2,1
810,165,180,208,213,2,1
810,180,180,203,206,2,1
810,195,180,203,213,2,1
810,210,186,214,213,2,1
810,225,186,208,206,2,1
810,240,174,197,199,3,1
810,255,174,168,185,3,2
810,270,151,185,206,3,2
810,285,168,197,192,3,2
810,300,174,185,206,3,2
810,315,186,214,206,2,2
810,330,186,197,220,3,2
810,345,186,214,220,2,2
810,360,192,214,220,2,2
810,375,180,208,213,2,2
810,390,180,203,206,2,2
810,405,174,220,206,2,2
810,420,174,220,227,2,2
810,435,186,197,248,2,1
810,450,197,197,227,2,1
810,465,174,197,213,3,1
810,480,174,185,213,3,1
810,495,180,185,199,3,1
810,510,174,203,199,3,1
810,525,180,203,220,2,2
810,540,192,180,185,5,2
810,555,128,99,129,5,1
810,570,93,116,150,5,1
810,585,105,128,199,5,4
810,600,151,185,192,5,4
810,615,163,174,157,5,1
810,630,151,157,136,5,1
810,645,116,151,171,5,1
810,660,151,180,164,5,1
810,675,151,208,192,2,1
810,690,174,208,206,2,1
810,705,186,220,213,4,2
810,720,192,220,213,2,2
810,735,197,203,213,2,3
810,750,186,203,234,2,3
810,765,186,197,241,2,3
810,780,174,203,227,2,3
810,795,180,208,227,2,2
810,810,180,197,220,2,2
810,825,180,203,220,2,2
810,840,192,202,213,2,2
810,855,192,202,220,2,2
810,870,197,214,220,2,2
810,885,203,225,241,4,2
810,900,209,225,248,4,2
810,915,238,248,255,1,3
810,930,232,260,269,1,3
810,945,226,242,255,1,3
810,960,220,242,248,1,3
810,975,209,225,255,1,3
810,990,215,254,255,1,3
810,1005,215,254,255,1,3
810,1020,220,248,255,1,3
810,1035,220,254,269,1,3
810,1050,220,242,269,1,3
825,0,168,185,199,3,2
825,15,168,180,192,3,1
825,30,162,180,192,3,1
825,45,168,185,192,3,1
825,60,168,185,199,3,1
825,75,168,185,199,3,1
825,90,174,191,206,3,1
825,105,169,174,199,3,1
825,120,169,180,185,3,1
825,135,163,180,206,3,1
825,150,169,185,206,3,1
825,165,174,197,206,2,1
825,180,174,203,199,3,1
825,195,180,203,213,2,1
825,210,186,208,220,2,1
825,225,186,203,213,2,1
825,240,174,203,171,3,1
825,255,151,174,192,3,2
825,270,151,220,227,3,2
825,285,192,208,206,3,2
825,300,174,197,206,3,2
825,315,174,185,206,3,2
825,330,174,203,213,3,2
825,345,180,203,220,2,2
825,360,197,220,220,2,2
825,375,197,208,220,2,2
825,390,186,208,220,2,2
825,405,192,208,220,2,2
825,420,186,208,213,2,2
825,435,186,203,213,2,1
825,450,180,197,220,2,1
825,465,180,185,213,3,1
825,480,180,151,206,3,1
825,495,151,157,199,3,1
825,510,163,180,199,3,1
825,525,180,197,213,2,2
825,540,174,191,171,5,2
825,555,151,157,122,5,1
825,570,116,116,150,5,1
825,585,116,157,171,5,4
825,600,145,180,185,5,4
825,615,163,174,164,5,1
825,630,151,180,157,5,1
825,645,145,174,171,5,1
825,660,163,197,178,3,1
825,675,168,197,206,2,1
825,690,168,226,220,4,1
825,705,203,237,227,4,2
825,720,203,237,220,4,2
825,735,203,208,213,4,3
825,750,180,197,213,2,3
825,765,174,197,220,2,3
825,780,174,197,220,2,3
825,795,174,197,220,2,2
825,810,186,203,220,2,2
825,825,192,214,220,2,2
825,840,192,202,227,2,2
825,855,186,208,234,2,2
825,870,197,220,241,4,2
825,885,203,214,255,4,2
825,900,220,243,248,4,2
825,915,238,254,269,1,3
825,930,226,248,276,1,3
825,945,226,242,248,1,3
825,960,209,231,234,1,3
825,975,203,219,262,1,3
825,990,215,242,276,1,3
825,1005,232,254,269,1,3
825,1020,215,231,269,1,3
825,1035,220,254,269,1,3
825,1050,226,242,262,1,3
840,0,180,185,199,3,3
840,15,168,180,199,3,3
840,30,168,180,199,3,3
840,45,162,185,199,3,1
840,60,168,185,199,3,1
840,75,168,185,213,3,1
840,90,168,185,185,3,1
840,105,169,174,199,3,1
840,120,157,162,185,3,1
840,135,157,185,206,3,2
840,150,174,191,206,3,2
840,165,169,185,206,3,1
840,180,180,197,206,3,1
840,195,180,208,206,2,1
840,210,186,203,206,2,1
840,225,180,197,199,3,1
840,240,180,180,192,3,1
840,255,168,191,199,3,1
840,270,168,203,227,3,1
840,285,197,208,213,3,2
840,300,174,203,206,3,2
840,315,174,191,199,3,2
840,330,168,185,213,3,2
840,345,168,197,227,2,2
840,360,192,191,213,2,2
840,375,186,197,199,2,2
840,390,180,208,199,2,2
840,405,180,191,206,3,1
840,420,186,174,213,3,1
840,435,180,203,220,3,1
840,450,192,197,199,2,1
840,465,192,174,199,3,1
840,480,151,139,164,3,1
840,495,128,139,185,3,2
840,510,134,197,213,3,2
840,525,180,185,206,5,2
840,540,180,185,206,5,2
840,555,145,162,171,5,1
840,570,140,168,164,5,1
840,585,151,185,192,5,1
840,600,174,185,185,5,1
840,615,168,185,171,5,1
840,630,157,180,185,5,1
840,645,157,191,192,5,1
840,660,163,191,199,3,1
840,675,163,208,206,2,2
840,690,197,231,227,4,2
840,705,232,260,241,4,2
840,720,232,243,234,4,2
840,735,203,220,206,4,2
840,750,192,197,213,2,2
840,765,174,191,220,2,3
840,780,180,203,220,2,3
840,795,180,208,227,2,2
840,810,186,208,227,4,2
840,825,186,214,227,4,2
840,840,186,208,227,2,2
840,855,192,214,227,4,3
840,870,192,220,234,4,3
840,885,197,225,255,4,3
840,900,226,231,262,4,3
840,915,220,248,255,1,3
840,930,226,248,255,1,3
840,945,220,248,248,1,3
840,960,220,242,227,1,3
840,975,215,242,255,1,3
840,990,215,231,255,1,3
840,1005,203,219,269,1,3
840,1020,203,242,255,1,3
840,1035,209,242,269,1,3
840,1050,226,254,269,1,3
855,0,180,174,199,3,3
855,15,168,185,199,3,3
855,30,168,185,206,3,3
855,45,168,174,192,3,1
855,60,168,185,199,3,1
855,75,162,180,192,3,1
855,90,168,180,185,3,1
855,105,174,174,178,3,1
855,120,169,191,199,3,1
855,135,180,191,199,3,2
855,150,180,191,213,3,2
855,165,169,191,199,3,1
855,180,174,185,199,3,1
855,195,180,203,227,2,1
855,210,186,203,206,2,1
855,225,180,197,199,3,1
855,240,180,197,178,3,1
855,255,174,191,206,3,1
855,270,192,203,227,3,1
855,285,186,208,213,2,2
855,300,174,197,199,3,2
855,315,174,197,206,3,2
855,330,174,191,213,3,2
855,345,168,197,213,3,2
855,360,174,191,206,3,2
855,375,180,191,199,3,2
855,390,180,197,206,2,2
855,405,180,151,192,3,1
855,420,145,151,192,3,1
855,435,157,185,213,3,1
855,450,192,197,213,2,1
855,465,186,185,171,3,1
855,480,163,156,199,3,1
855,495,128,203,199,3,2
855,510,180,220,220,5,2
855,525,197,185,213,5,2
855,540,140,162,171,5,2
855,555,145,156,171,5,1
855,570,140,168,178,5,1
855,585,168,185,192,5,1
855,600,174,197,192,3,1
855,615,180,197,199,3,1
855,630,174,197,185,3,1
855,645,168,191,199,3,1
855,660,163,191,206,3,1
855,675,174,220,220,2,2
855,690,203,231,241,4,2
855,705,232,249,241,4,2
855,720,226,231,213,4,2
855,735,203,203,206,2,2
855,750,192,203,199,2,2
855,765,174,197,213,2,3
855,780,192,214,220,2,3
855,795,197,214,220,4,2
855,810,186,214,220,4,2
855,825,197,214,234,4,2
855,840,192,214,227,4,2
855,855,192,214,234,4,3
855,870,186,220,248,4,3
855,885,197,214,255,4,3
855,900,203,214,262,4,3
855,915,220,231,241,4,3
855,930,203,254,255,4,3
855,945,215,242,248,1,3
855,960,220,248,241,1,3
855,975,238,248,241,1,3
855,990,232,242,227,1,3
855,1005,203,242,234,1,3
855,1020,203,242,269,1,3
855,1035,220,248,276,1,3
855,1050,220,248,269,1,3
870,0,168,180,206,3,3
870,15,168,174,206,3,2
870,30,168,185,199,3,2
870,45,168,191,192,3,3
870,60,179,185,192,3,3
870,75,168,180,192,3,2
870,90,174,185,185,3,2
870,105,179,180,199,3,1
870,120,179,197,199,3,1
870,135,174,197,213,3,2
870,150,180,197,206,3,2
870,165,174,180,213,3,2
870,180,174,197,213,3,2
870,195,180,191,220,2,2
870,210,180,197,213,3,2
870,225,174,197,206,3,2
870,240,174,197,213,3,2
870,255,180,208,213,2,2
870,270,197,214,213,2,2
870,285,192,214,206,2,2
870,300,192,203,206,2,2
870,315,180,191,206,3,2
870,330,180,197,213,2,2
870,345,180,203,213,2,1
870,360,174,191,206,2,1
870,375,174,180,206,3,1
870,390,174,197,185,3,1
870,405,163,174,178,3,2
870,420,151,151,178,3,2
870,435,128,180,206,3,1
870,450,174,203,206,3,1
870,465,180,185,192,3,1
870,480,180,191,185,3,1
870,495,168,226,241,5,1
870,510,215,220,185,5,1
870,525,197,185,185,5,1
870,540,157,157,164,5,1
870,555,140,168,178,5,1
870,570,151,168,178,5,1
870,585,151,197,192,3,1
870,600,180,203,199,3,1
870,615,168,203,199,3,1
870,630,180,203,206,4,1
870,645,180,203,199,4,2
870,660,180,208,206,4,2
870,675,192,208,227,4,2
870,690,192,237,241,4,2
870,705,215,214,248,4,2
870,720,203,208,227,4,2
870,735,203,214,206,2,3
870,750,180,191,213,2,3
870,765,186,208,213,2,3
870,780,203,220,234,4,3
870,795,203,220,241,4,3
870,810,197,226,234,4,3
870,825,197,220,220,4,3
870,840,197,214,227,4,3
870,855,180,231,234,4,3
870,870,203,243,248,4,3
870,885,203,208,241,4,3
870,900,203,214,241,4,3
870,915,197,219,241,4,3
870,930,209,242,241,4,3
870,945,209,242,255,1,3
870,960,215,254,262,1,3
870,975,238,248,262,1,3
870,990,238,242,234,1,3
870,1005,226,242,262,1,3
870,1020,226,254,255,1,3
870,1035,215,254,262,1,3
870,1050,215,254,262,1,3
885,0,174,168,206,3,3
885,15,168,168,185,3,2
885,30,145,151,206,3,2
885,45,156,162,199,3,3
885,60,179,191,199,3,3
885,75,185,185,192,3,2
885,90,174,180,213,3,2
885,105,179,185,206,3,1
885,120,179,191,213,3,1
885,135,185,203,213,3,2
885,150,174,191,206,3,2
885,165,174,180,199,3,2
885,180,163,197,213,3,2
885,195,174,191,206,3,2
885,210,174,185,213,3,2
885,225,174,191,206,3,2
885,240,174,197,206,3,2
885,255,186,197,213,2,2
885,270,197,214,227,2,2
885,285,192,214,220,2,2
885,300,192,197,213,2,2
885,315,180,185,213,3,2
885,330,180,197,213,2,2
885,345,192,203,199,2,1
885,360,180,191,199,3,1
885,375,174,197,206,3,1
885,390,174,197,178,3,1
885,405,174,185,178,3,2
885,420,151,174,178,3,2
885,435,163,191,185,3,1
885,450,174,197,206,3,1
885,465,186,197,220,3,1
885,480,186,197,220,3,1
885,495,174,197,248,5,1
885,510,203,208,220,5,1
885,525,197,151,178,5,1
885,540,145,157,171,5,1
885,555,140,157,185,5,1
885,570,151,191,206,5,1
885,585,180,203,199,3,1
885,600,186,197,199,3,1
885,615,186,208,199,4,1
885,630,180,220,199,4,1
885,645,203,220,220,4,2
885,660,192,214,213,4,2
885,675,192,226,234,4,2
885,690,215,214,241,4,2
885,705,209,220,227,4,2
885,720,209,208,220,4,2
885,735,192,208,213,2,3
885,750,192,197,227,2,3
885,765,192,208,234,2,3
885,780,197,226,234,4,3
885,795,203,220,234,4,3
885,810,203,226,248,4,3
885,825,203,226,220,4,3
885,840,192,231,220,4,3
885,855,203,271,248,4,3
885,870,209,271,248,4,3
885,885,203,214,234,4,3
885,900,186,214,234,4,3
885,915,192,237,241,4,3
885,930,203,237,248,4,3
885,945,220,237,255,4,3
885,960,232,242,255,1,3
885,975,220,242,262,1,3
885,990,226,237,262,1,3
885,1005,220,254,262,1,3
885,1020,232,260,255,1,3
885,1035,220,265,255,1,3
885,1050,220,242,248,1,3
900,0,185,168,192,3,3
900,15,151,145,192,3,3
900,30,122,134,206,3,3
900,45,122,162,220,3,3
900,60,174,168,206,2,3
900,75,179,203,213,2,3
900,90,179,197,213,2,3
900,105,179,185,206,2,2
900,120,185,185,213,3,2
900,135,179,191,199,3,3
900,150,179,191,206,3,3
900,165,169,185,192,3,2
900,180,169,185,213,3,2
900,195,169,185,213,3,2
900,210,174,185,199,3,2
900,225,169,191,206,3,2
900,240,180,191,213,2,2
900,255,180,197,227,2,1
900,270,192,203,227,2,1
900,285,197,203,227,2,1
900,300,197,180,199,3,1
900,315,174,180,220,3,1
900,330,180,208,220,2,1
900,345,192,197,206,2,1
900,360,192,191,206,2,1
900,375,174,185,206,3,1
900,390,168,185,213,3,1
900,405,168,185,185,3,1
900,420,180,191,206,3,1
900,435,168,191,206,3,2
900,450,168,191,220,3,2
900,465,186,180,213,3,1
900,480,168,180,227,3,1
900,495,186,197,206,3,1
900,510,186,174,206,3,1
900,525,157,145,150,5,2
900,540,117,157,171,5,2
900,555,117,174,185,5,1
900,570,151,197,199,5,1
900,585,180,203,199,2,1
900,600,180,203,206,2,1
900,615,180,220,220,4,1
900,630,215,226,234,4,1
900,645,197,226,220,4,1
900,660,197,208,227,4,1
900,675,186,214,234,4,2
900,690,197,214,227,4,2
900,705,209,226,227,4,2
900,720,209,237,220,4,2
900,735,203,214,220,4,3
900,750,192,214,234,4,3
900,765,192,220,241,4,3
900,780,209,231,248,4,3
900,795,203,231,248,4,3
900,810,203,237,241,4,3
900,825,215,225,220,4,3
900,840,209,231,248,4,3
900,855,215,237,255,4,2
900,870,215,231,241,4,2
900,885,197,225,227,4,3
900,900,203,214,234,4,3
900,915,203,219,248,4,3
900,930,209,225,248,4,3
900,945,220,219,248,4,3
900,960,232,237,262,4,3
900,975,220,242,262,1,3
900,990,215,231,262,4,3
900,1005,226,237,262,1,3
900,1020,226,260,269,1,3
900,1035,232,242,262,1,3
900,1050,226,231,262,1,3
915,0,185,203,206,3,3
915,15,197,174,199,3,3
915,30,139,174,206,3,3
915,45,139,168,213,3,3
915,60,180,197,206,2,3
915,75,191,203,213,2,3
915,90,179,197,213,2,3
915,105,179,191,206,2,2
915,120,179,197,213,3,2
915,135,179,191,199,3,3
915,150,179,197,199,2,3
915,165,191,197,206,2,2
915,180,174,191,192,3,2
915,195,169,185,213,3,2
915,210,180,203,199,3,2
915,225,186,191,213,3,2
915,240,180,197,213,3,2
915,255,174,197,220,2,1
915,270,180,197,227,2,1
